station_code,station_name,state,zone,address,latitude,longitude
TLC,Talchhapar,Rajasthan,NWR,"Sujangarh, Rajasthan",27.824805,74.487037
THR,Thara,Madhya Pradesh,NCR,"State Highway 2, Madhya Pradesh",26.3568878952,77.8507402155
THEA,Thalera,Rajasthan,WCR,"Talera, Rajasthan",25.3152769684,75.73774364929999
ALJ,ALAI,Uttarakhand,NER,"National Highway 74, Uttarakhand",29.143805999999998,78.932709
UDM,UNDASA MADHAWPU,Madhya Pradesh,WR,"State Highway 18, Madhya Pradesh",23.087044000000002,75.97927499999999
TZR,TURKI ROAD,Madhya Pradesh,WCR,"Rewa, Madhya Pradesh",24.548879000000003,81.11757300000001
UPI,UPLAI,Maharashtra,CR,"State Highway 77, Maharashtra",18.184369,75.642724
TOD,TALOD,Gujarat,WR,"Talod, Gujarat",23.351347999999998,72.94796099999999
BNWC,Bhiwani City,Haryana,NWR,"Bhiwani, Haryana",28.825698499999998,76.1442991
TVR,THIRUVARUR JN,Tamil Nadu,SR,"Thiruvarur, Tamil Nadu",10.764347,79.63389799999999
TPZ,TAPRI JN,Uttar Pradesh,NR,"Saharanpur, Uttar Pradesh",29.915727999999998,77.58327200000001
UBR,UMBARGAM ROAD,Gujarat,WR,"Umbergaon, Gujarat",20.153499,72.79082100000001
TZTB,Tezpore,Assam,NFR,"Tezpur, Assam",26.617781357717547,92.78774656355381
UTL,UTARLAI,Rajasthan,NWR,"Barmer, Rajasthan",25.788344000000002,71.44363799999999
TYMR,Tiruvanmiyur,Tamil Nadu,SR,"Chennai, Tamil Nadu",12.989302,80.25119000000001
TPK,TIPKAI,Assam,NFR,"Dhubri, Assam",26.295354,90.047264
TNM,TIRUVANNAMALAI,Tamil Nadu,SR,"Thiruvannamalai, Tamil Nadu",12.238103,79.077782
TVN,TIRUPPUVANAM,Tamil Nadu,SR,"Tiruppuvanam, Tamil Nadu",9.821456999999999,78.258693
TVI,Taradevi,Himachal Pradesh,NR,"Shimla, Himachal Pradesh",31.0758,77.139253
TQN,TIKUNIA,Uttar Pradesh,NER,"Tikapur Municipality, Uttar Pradesh",28.378823,80.981217
TYAE,TENYA,West Bengal,ER,"Tenya, West Bengal",23.822157,88.148864
UMPD,Umarpada,Gujarat,WR,"Umarpada to Jumavadi, Gujarat",,
UNI,Unai Vansada Road,Gujarat,WR,"Gujarat, Gujarat",,
AJU,Arjuni,Maharashtra,SECR,"Gondia, Maharashtra",20.8165878335,80.022581618
TPC,TIRUPPACHETTI,Tamil Nadu,SR,"Thiruppachethi, Tamil Nadu",9.773153933800002,78.344217489
TRN,TARAON,Uttar Pradesh,NER,"Tranav Railway Station, Uttar Pradesh",25.526193,83.311179
TTZ,Tukaithad,Maharashtra,SCR,"Akot, Maharashtra",21.427444,76.670581
VB,VILLIYAMBAKKAM,Tamil Nadu,SR,"State Highway 58, Tamil Nadu",12.754406,79.929175
UCB,UNCHI BASSI,Punjab,NR,"National Highway 1A, Punjab",31.860857,75.643654
UJ,UJALVAV,Gujarat,WR,"State Highway 31, Gujarat",21.905096,71.705115
TNKU,TANUKU,Andhra Pradesh,SCR,"131, Andhra Pradesh",16.752035,81.674075
TNRU,TENNERU,Andhra Pradesh,SCR,"Manthena, Andhra Pradesh",16.488886,80.813991
TRBE,Tarabari,Assam,NFR,"Nagaon, Assam",26.436293,92.68336699999999
TTLA,TETELIA,Assam,NFR,"Tetelia-Maloibari Rd, Assam",26.135912,92.00541
UIH,Umaria Ispa Halt,Madhya Pradesh,SECR,"Umaria Ispa, Madhya Pradesh",22.055305150200002,79.08496134640001
ULA,Umra Nala,Madhya Pradesh,SECR,"Umranala Station, Madhya Pradesh",21.874783,78.879298
TXM,TANDAVAPURA,Karnataka,SWR,"Thandavapura, Karnataka",12.168831,76.678489
TSL,Taksal,Himachal Pradesh,NR,"Parwanoo, Himachal Pradesh",30.845271,76.954267
TWV,Thuwavi,Gujarat,WR,"SH 11, Gujarat",22.153761,73.381517
TSK,Tinsukia Junction,Assam,NFR,"Tinsukia, Assam",27.4864,95.356367
KDRP,Kandarpur,Orissa,ECoR,"Jagatsinghpur Rd, Orissa",20.396528,86.017399
UB,Uska Bazar,Uttar Pradesh,NER,"State Highway 1A, Uttar Pradesh",27.189993,83.12594999999999
UAM,Udagamandalam,Tamil Nadu,SR,"Ooty, Tamil Nadu",11.404584999999999,76.694727
TPP,Toppur,Tamil Nadu,SWR,"Dharmapuri, Tamil Nadu",11.931538000000002,78.070201
VDV,Vadiya Devli,Gujarat,WR,"Vadiya, Gujarat",21.689791,70.853196
UKA,UKHRA,West Bengal,ER,"Ukhra, West Bengal",23.653692,87.232537
UPR,USMANPUR,Maharashtra,SCR,"D1, Maharashtra",19.532217,76.27447
UCP,UCHIPPULI,Tamil Nadu,SR,"Uchipuli, Tamil Nadu",9.30813,79.01509300000001
UHR,UNCHHERA,Madhya Pradesh,WCR,"Unchhera, Madhya Pradesh",24.38137,80.79457
UMD,USMANABAD,Maharashtra,CR,"National Highway 211, Maharashtra",18.248154,76.022663
WGA,WAGHODA,Madhya Pradesh,CR,"East Nimar, Madhya Pradesh",21.255951999999997,76.08875499999999
UGR,UGAR KHURD,Karnataka,SWR,"Belgaum, Karnataka",16.669705,74.822126
VAE,Vadali,Gujarat,WR,"Vadali, Gujarat",23.948406000000002,73.04360399999999
VASO,Vaso,Gujarat,WR,"Rampur, Gujarat",,
VDGN,VADGAON NILA,Maharashtra,SCR,"State Highway 169, Maharashtra",18.929472999999998,76.64117200000001
VDNP,Baijnath Andoli,Bihar,ECR,"Baijnath Andoli, Bihar",,
WHM,WASHIM,Maharashtra,SCR,"Washim, Maharashtra",20.103101,77.147986
VEP,Velpuru Road,Andhra Pradesh,SCR,"Station Rd, Andhra Pradesh",,
UOI,UMROLI,Maharashtra,WR,"Boisar, Maharashtra",19.754447000000003,72.76033699999999
VLP,VILE PARLE,Maharashtra,WR,"Mumbai, Maharashtra",19.099273999999998,72.84363
VLC,Velachha,Gujarat,WR,"SH 166, Gujarat",,
VLN,Vilegaon,Maharashtra,CR,"Vilegaon, Maharashtra",,
VMM,Valaramanikkam,Tamil Nadu,SR,"State Highway 28, Tamil Nadu",,
VRX,VARAHI,Gujarat,WR,"Banaskantha, Gujarat",23.800674,71.43129599999999
VOL,Virol,Gujarat,WR,"Anand, Gujarat",,
VAPI,VAPI,Gujarat,WR,"Valsad, Gujarat",20.374337999999998,72.90912700000001
KRNH,Karanahalli,Karnataka,SWR,"Bangalore Honavar Rd, Karnataka",13.667160999999998,75.934385
UVD,UDVADA,Gujarat,WR,"Udvada, Gujarat",20.461236,72.918698
UD,UDUPI,Karnataka,KR,"Udupi, Karnataka",13.336341000000001,74.771733
VLCY,Velachery,Tamil Nadu,SR,"Chennai, Tamil Nadu",12.967092000000001,80.21921699999999
VNN,BHANAUR,Uttar Pradesh,NR,"State Highway 36, Uttar Pradesh",25.573159999999998,82.530022
VDH,VEDCHHA,Gujarat,WR,"Navsari, Gujarat",20.874651,72.93641500000001
VAL,VADAL,Gujarat,WR,"Vadal, Gujarat",21.611243,70.492663
VKA,Verka Junction,Punjab,NR,"Amritsar, Punjab",31.665699,74.931669
UKN,Uklana,Haryana,NR,"State Highway 2, Haryana",29.498980000000003,75.883133
VPN,VIDYAPATINAGAR,Bihar,ECR,"Raod For VIDYAPATI DHAM, Bihar",25.601974857400002,85.80234268800001
UPL,UPPALUR,Andhra Pradesh,SCR,"Krishna, Andhra Pradesh",16.492803000000002,80.780125
UNK,UNKAL,Karnataka,SWR,"Hubli, Karnataka",15.377158999999999,75.12425499999999
ULL,ULLAL,Karnataka,SR,"Someshwar, Karnataka",12.791319999999999,74.85477900000001
VTJ,VARTEJ,Gujarat,WR,"Bhavnagar, Gujarat",21.746198,72.05519899999999
UTN,Uttar Radhanagar Halt,West Bengal,ER,"Sherpur Dhamua Rd, West Bengal",22.269458,88.383365
VDKS,Vadanam Kurussi Halt,Kerala,SR,"Shornur Perinthalmanna Hwy, Kerala",10.788139,76.252871
UNA,Una,Gujarat,WR,"Una, Gujarat",20.819025,71.036053
UHL,Una Himachal,Himachal Pradesh,NR,"Una, Himachal Pradesh",31.478782000000002,76.27566
UMH,Umreth,Gujarat,WR,"Umreth, Gujarat",22.693375999999997,73.119782
UGU,Ugu,Uttar Pradesh,NR,"Unnao, Uttar Pradesh",26.804337999999998,80.299391
VRH,VIRBHADRA,Uttarakhand,NR,"Rishikesh, Uttarakhand",30.074509,78.251864
VSPR,BISHNUPRIYA,West Bengal,ER,"Nabadwip, West Bengal",23.413186,88.3552
VRJ,Vadaj,Gujarat,WR,"State Highway 160, Gujarat",,
VRKD,Varkhedi,Maharashtra,CR,"Jalgaon, Maharashtra",,
VSI,Vishvamitri,Gujarat,WR,"Vadodara, Gujarat",,
VEL,Vellanur,Tamil Nadu,SR,"Pudukkottai, Tamil Nadu",10.46709,78.796975
YSI,YEDESHI,Maharashtra,CR,"National Highway 211, Maharashtra",18.317377999999998,75.97657
VUL,Virul,Maharashtra,CR,"Wardha, Maharashtra",,
VLY,VALLIYUR,Tamil Nadu,SR,"Vallioor, Tamil Nadu",8.376159999999999,77.61399
VT,VELLORE TOWN,Tamil Nadu,SR,"Vellore - 632008, Tamil Nadu",12.923646999999999,79.125213
VKG,Vavadi Khurd,Gujarat,WR,"National Highway 59, Gujarat",22.79511,73.502962
WDR,WADIARAM,Andhra Pradesh,SCR,"Telangana Region, Andhra Pradesh",17.972607,78.455417
VKP,VARAKALPATTU,Tamil Nadu,SR,"State Highway 9, Tamil Nadu",11.765793,79.704026
VTV,VALANTARAVAL,Tamil Nadu,SR,"National Highway 49, Tamil Nadu",9.337064,78.911814
VQD,VIRAMDAD,Gujarat,WR,"Khambhalia-Dwarka (SH 6), Gujarat",22.197917,69.575526
ABLE,AMBALE,Maharashtra,CR,"Malshiras Rd, Maharashtra",18.398719,74.171511
WRD,Warudkhed,Maharashtra,CR,"Wardha, Maharashtra",,
VTN,VAITARNA,Maharashtra,WR,"Thane, Maharashtra",19.517672,72.849578
XBAC,Bachharpur Halt,Bihar,ECR,"Bachharpur, Bihar",,
VNR,DEVANUR,Karnataka,SWR,"National Highway 206, Karnataka",13.439281999999999,76.08846
VKNR,VALMIKINAGAR RD,Bihar,ECR,"National Highway 28B, Bihar",27.195058000000003,84.034555
WH,WEST HILL,Kerala,SR,"Calicut, Kerala",11.28603,75.765232
VVV,VAVERA,Gujarat,WR,"Rajula-Vijapadi Rd, Gujarat",21.062395000000002,71.441677
VLA,BAVLA,Gujarat,WR,"Bavla, Gujarat",22.833389,72.36512300000001
CAPE,KANYAKUMARI,Tamil Nadu,SR,"Kanyakumari, Tamil Nadu",8.088028,77.542504
VNB,Vaniyambalam,Kerala,SR,"Vaniyambalam, Kerala",11.188459,76.260513
VSU,BISHNUPUR,West Bengal,SER,"Bishnupur, West Bengal",23.065499000000003,87.30107100000001
VLL,VELLAYIL,Kerala,SR,"Calicut, Kerala",11.264509,75.77461
VJK,VEJALKA,Gujarat,WR,"State Highway 38, Gujarat",22.416769,71.719118
VRQ,VIRARAKKIYAM,Tamil Nadu,SR,"Verarakiyam, Tamil Nadu",10.939107,78.165859
ABR,ABU ROAD,Rajasthan,NWR,"Sirohi Dist, Rajasthan",24.470775,72.775695
ZKV,Zankhvav,Gujarat,WR,"SH 166, Gujarat",21.45148506222334,73.31783892586827
YTL,Yavatmal,Maharashtra,CR,"Yavatmal, Maharashtra",20.387302241829445,78.11973326839507
VPZ,Vailapuzha,Kerala,SR,"Vallapuzha, Kerala",10.842075999999999,76.252495
VLDR,Valadar,Gujarat,WR,"Junagadh, Gujarat",20.967861000000003,70.724646
BXA,Balod,Chhattisgarh,SECR,"Balod, Chhattisgarh",20.740984,81.205261
YDK,Yedekumeri,Karnataka,SWR,"Yedukumeri Station, Karnataka",12.823403,75.622206
VVM,Viravasaram,Andhra Pradesh,SCR,"Palakollu, Andhra Pradesh",16.542123999999998,81.63254
VVD,Vavdi,Gujarat,WR,"State Highway 31, Gujarat",21.714204,70.793468
YP,ERRUPALEM,Andhra Pradesh,SCR,"Yerrupalem, Andhra Pradesh",16.825374,80.471049
AHD,AHERWADI,Karnataka,SWR,"Sholapur, Karnataka",17.504915,75.99559
YGL,YELGUR,Andhra Pradesh,SCR,"Yelgur Station, Andhra Pradesh",17.860901,79.74703099999999
ALMR,ALAMPUR,Gujarat,WR,"State Highway 31, Gujarat",21.944012999999998,71.699156
WNG,WANEGAON,Maharashtra,SCR,"Chudawa, Maharashtra",19.1668082025,77.2501103802
WANI,WANI,Maharashtra,CR,"Wani, Maharashtra",20.06638,78.962635
BDM,BADAMI,Karnataka,SWR,"Bagalkot, Karnataka",15.958918,75.6767002
BGK,BAGALKOT,Karnataka,SWR,"Bagalkot, Karnataka",16.1787931,75.7002383
AFR,ASAFPUR,Uttar Pradesh,NR,"Bijnor, Uttar Pradesh",28.405553,78.905957
WJ,WALAJABAD,Tamil Nadu,SR,"Walajabad, Tamil Nadu",12.797321,79.81836999999999
WSA,Wadsa,Maharashtra,SECR,"Chandrapur, Maharashtra",20.624198,79.96351299999999
BHTN,BHITONI,Madhya Pradesh,WCR,"Jabalpur, Madhya Pradesh",23.142728299999998,79.6740109
AMA,ATAMANDA,Uttar Pradesh,NER,"State Highway 37, Uttar Pradesh",28.58606,79.468143
ZPI,Zampini,Andhra Pradesh,SCR,"Zampani, Andhra Pradesh",16.199033,80.71400799999999
AMVA,AMARAVILA HALT,Kerala,SR,"Thiruvananthapuram, Kerala",8.397108999999999,77.10036199999999
ACLE,AZIMGANJ CITY,West Bengal,ER,"Police Station Rd, West Bengal",24.237941,88.25887100000001
WSJ,WANSJALIYA,Gujarat,WR,"Tarsai - Vansjaliya, Gujarat",21.799383000000002,69.873569
AHU,Ahirauli,Uttar Pradesh,NER,"State Highway 1A, Uttar Pradesh",27.30686,83.03422499999999
BAY,BELLARY JN,Karnataka,SWR,"Bellary, Karnataka",15.145135,76.921995
ALB,ALIA BADA,Gujarat,WR,"Jamnagar, Gujarat",22.44677,70.210367
ATRU,ATRU,Rajasthan,WCR,"Atru, Rajasthan",24.8821354,76.6702185
WZJ,WAZERGANJ,Bihar,ECR,"Gaya, Bihar",24.813122,85.225637
BIX,BHIND,Madhya Pradesh,NCR,"Bhind, Madhya Pradesh",26.588904900000003,78.77743530000001
WKRC,WANKANER CITY,Gujarat,WR,"Wankaner, Gujarat",22.611810000000002,70.956182
BBMN,BARI BRAHMAN,Jammu and Kashmir,NR,"Bari Brahmana, Jammu and Kashmir",32.63896,74.916171
WENA,Wena,Bihar,ECR,"Wena, Bihar",25.3266239799,85.5319560193
WAB,BALWA,Gujarat,WR,"SH 126, Gujarat",21.895867000000003,69.961069
ZB,Zahirabad,Andhra Pradesh,SCR,"Dist. Medak, Andhra Pradesh",17.674958,77.61021299999999
ZP,Zarpur Pali,Haryana,NWR,"Road to Nangal Mala, Haryana",28.281073000000003,76.14827000000001
BJN,Bejnal,Rajasthan,NWR,"Rajsamand, Rajasthan",24.983198,73.914959
BGKT,BHAGAT KI KOTHI,Rajasthan,NWR,"Jodhpur, Rajasthan",26.2484972,73.0133366
VXM,Vellipalayam,Tamil Nadu,SR,"Nagapattinam, Tamil Nadu",10.775837000000001,79.843856
AMDI,Amdi Halt,Maharashtra,SECR,"Amadi, Maharashtra",21.352410000000003,79.31875600000001
BISH,Bishengarh,Rajasthan,NWR,"Jalor, Rajasthan",25.448874,72.5752165
YDV,Yadvendranagar,Uttar Pradesh,NER,"Yadvendranagar, Uttar Pradesh",25.756558,82.75140999999999
YDP,Yedapalli,Andhra Pradesh,SCR,"Telangana Region, Andhra Pradesh",18.678662,77.952866
YEAM,Yogendra Dham Halt,Uttar Pradesh,NER,"Yogendra Dham, Uttar Pradesh",27.454598,81.728543
AKW,Akora,Uttar Pradesh,NCR,"National Highway 86, Uttar Pradesh",25.613687,80.139995
ALV,Anklav,Gujarat,WR,"Anklav, Gujarat",22.392856,72.999264
BSS,BAHADUR SINGH WALA,Punjab,NR,"SH 11, Punjab",30.319025,75.858906
AZ,AZIMGANJ JN,West Bengal,ER,"Police Station Rd, West Bengal",24.219053,88.256764
ARAG,ARAG,Maharashtra,CR,"Jath Rd, Maharashtra",16.823628,74.79116400000001
BEU,Bisheshwarganj,Uttar Pradesh,NER,"Bisheshwarganj, Uttar Pradesh",27.341282,81.833817
BSI,BASBARI,Assam,NFR,"Dhubri Kochugaon Rd, Assam",26.184354000000003,89.900353
BPR,BHOJIPURA JN,Uttar Pradesh,NER,"SH 37, Uttar Pradesh",28.4939826,79.44724
APD,Alipur Duar,West Bengal,NFR,"Alipurduar, West Bengal",26.479307000000002,89.520667
BHX,BULLUANA,Punjab,NR,"Balluana, Punjab",30.217553000000002,74.78304
BIM,BILIMORA JN,Gujarat,WR,"Bilimora, Gujarat",20.763319,72.970474
BKC,BHIKAMKOR,Rajasthan,NWR,"Jodhpur, Rajasthan",26.80763,72.78720299999999
BMO,BOLARUM,Andhra Pradesh,SCR,"Secunderabad, Andhra Pradesh",17.5335493,78.5154167
BLZ,BUDHLADA,Punjab,NR,"Budhlada, Punjab",29.9217422,75.5496866
BHLK,Bhalki,Karnataka,SCR,"Bhalki, Karnataka",18.047011100000002,77.228081
BDU,BADNAPUR,Maharashtra,SCR,"Jalna, Maharashtra",19.873979,75.722483
BMQ,BHIMARLAI,Rajasthan,NWR,"National Highway 112, Rajasthan",25.89293086,71.88173556
BNP,BHANAPUR,Karnataka,SWR,"National Highway 63, Karnataka",15.38694828,76.036416
BLT,BALOTRA JN,Rajasthan,NWR,"Balotra, Rajasthan",25.830070999999997,72.248683
BFV,BAHELIA BUZURG,Uttar Pradesh,NER,"Bahelia Buzurg, Uttar Pradesh",28.046924,80.512537
BHBR,Bathua Bazar,Uttar Pradesh,NER,"Phulwaria, Uttar Pradesh",26.4968303633,84.2321793958
BTKP,BHARAT KUP,Uttar Pradesh,NCR,"Chitrakoot, Uttar Pradesh",25.217166,80.76767899999999
BIK,BHIRA KHERI,Uttar Pradesh,NER,"Lakhimpur Kheri, Uttar Pradesh",28.334799,80.486132
BAOL,BAOLI,Uttar Pradesh,NR,"Bagpat, Uttar Pradesh",29.140457035199997,77.278015354
BTX,BELA TAL,Uttar Pradesh,NCR,"Chhatarpur, Uttar Pradesh",25.2767862477,79.55448188960001
BOM,BOMADRA,Rajasthan,NWR,"Pali Marwar, Rajasthan",25.78029392,73.43942509
BSPX,Banspani,Orissa,SER,"National Highway 215, Orissa",22.00024281,85.42341227
BIB,Birpur,Rajasthan,NCR,"State Highway 2, Rajasthan",26.155568000000002,77.174223
ARU,Arasalu,Karnataka,SWR,"Arasalu, Karnataka",13.999308999999998,75.314466
MPC,Muttampatti,Tamil Nadu,SWR,"Dharmapuri, Tamil Nadu",11.984107,78.152895
BAJ,Bhalej,Gujarat,WR,"Bhalej, Gujarat",22.633029999999998,73.034499
AWM,Aswapuram,Andhra Pradesh,SCR,"Sarapaka, Andhra Pradesh",17.821267000000002,80.80126
AVP,Abhanpur Junction,Chhattisgarh,SECR,"Raipur, Chhattisgarh",21.052203000000002,81.74489899999999
BDXX,Bade Arapur,Chhattisgarh,ECoR,"Bade Arapur, Chhattisgarh",19.011494000000003,81.837917
BGRD,Beliaghata Road,West Bengal,ER,"State Highway 2, West Bengal",22.674548,88.607005
ANI,Ajanti,Madhya Pradesh,WR,"East Nimar, Madhya Pradesh",21.893954,76.285956
BUT,BAYTU,Rajasthan,NWR,"State Highway 40, Rajasthan",25.897537999999997,71.76868
BMGA,BHIMGARA,West Bengal,ER,"Birbhum, West Bengal",23.73804814,87.28427905
BLTR,BELTHARA ROAD,Uttar Pradesh,NER,"Belthara, Uttar Pradesh",26.121418,83.841719
BKNG,BHAKTI NAGAR,Gujarat,WR,"Rajkot, Gujarat",22.282963,70.792278
DEP,Depalsar,Rajasthan,NWR,"Churu, Rajasthan",28.2368573,74.92033749999999
BKD,Bhankoda,Gujarat,WR,"State Highway 138, Gujarat",23.270810878299997,72.1277773999
DHJ,DHINOJ,Gujarat,WR,"Dhinoj, Gujarat",23.6710024,72.2818798
BCY,VARANASI CITY,Uttar Pradesh,NER,"Varanasi, Uttar Pradesh",25.3341176,83.0141142
BNE,BOHANI,Madhya Pradesh,WCR,"Narsinghpur, Madhya Pradesh",22.9137476381,78.9159773981
DDR,MUMBAI DADAR WEST,Maharashtra,WR,"Mumbai, Maharashtra",19.019731,72.84346500000001
BNC,BANGALORE CANT,Karnataka,SWR,"Bengaluru, Karnataka",12.9936735,77.59932690000001
BSPH,BISHANPUR HARYANA,Haryana,NR,"Bishanpur, Haryana",29.274012000000003,76.323906
BQY,BELERHAT,West Bengal,ER,"State Highway 6, West Bengal",23.51930706,88.28291748000001
DGW,DHIGAWARA,Rajasthan,NWR,"Baswa, Rajasthan",27.296265000000002,76.613599
BXJ,BOKAJAN,Assam,NFR,"Bokajan, Assam",26.018425999999998,93.779466
BOJ,BHOJO,Assam,NFR,"Bhojo Railway Station, Assam",27.0635982,95.03240600000001
BDTS,MUMBAI BANDRA TERMINUS,Maharashtra,WR,"Mumbai, Maharashtra",19.061911,72.840535
BLPR,Badulipar,Assam,NFR,"Badulipar, Assam",26.646825,93.87912899999999
BBC,Bhachhbar,Rajasthan,NWR,"State Highway 40, Rajasthan",25.73181,71.044404
BNKJ,BANKE GANJ,Uttar Pradesh,NER,"Lakhimpur Kheri, Uttar Pradesh",28.158478000000002,80.416286
DIA,Didwana,Rajasthan,NWR,"Didwana, Rajasthan",27.406108,74.55765600000001
BNV,BINNAGURI,West Bengal,NFR,"National Highway 31C, West Bengal",26.747088299999998,89.05239089999999
DLO,DALGAON,West Bengal,NFR,"Birpara, West Bengal",26.715384,89.136244
BOKO,BOKO,Assam,NFR,"National Highway 37, Assam",25.999791,91.219674
DKX,Dudhwakhara,Rajasthan,NWR,"National Highway 65, Rajasthan",28.4587,75.16531499999999
BRW,Bariwala,Punjab,NR,"Mandi Bariwala, Punjab",30.532580000000003,74.65895300000001
BRAM,BALARAMAPURAM,Kerala,SR,"Balaramapuram, Kerala",8.430107451,77.05132087999999
CBU,Chinna Babu Samudram,Tamil Nadu,SR,"Villupuram, Tamil Nadu",11.919465,79.686417
DKBJ,Dahar Ka Balaji,Rajasthan,NWR,"Jaipur, Rajasthan",26.944321,75.765669
CAF,Chanda Fort,Maharashtra,SECR,"Chandrapur, Maharashtra",19.9400612,79.3122585
BRMP,Biramitrapur,Orissa,SER,"Birmitrapur, Orissa",22.3971312,84.7369583
BJY,Bangalbaree,West Bengal,NFR,"State Highway 10A, West Bengal",25.626454,88.22942499999999
DMW,Dalmau Junction,Uttar Pradesh,NR,"Dalmau, Uttar Pradesh",26.075249999999997,81.05365
BRDT,BERIA DAULAT,Uttarakhand,NER,"National Highway 74, Uttarakhand",29.13221,79.210042
DUM,DHAURMUI JAGHNA,Rajasthan,WCR,"State Highway 33, Rajasthan",27.292281,77.53653800000001
ALK,ALAKKUDI,Tamil Nadu,SR,"Alakudi, Tamil Nadu",10.77766297,79.0537095
BHNS,Bhansi,Chhattisgarh,ECoR,"Dhurli-Basenpur Rd, Chhattisgarh",18.77690197,81.26535758
DY,DUMARIYA,Rajasthan,WCR,"State Highway 1, Rajasthan",26.864673,77.234121
GLNA,GULANA,Rajasthan,NWR,"State Highway 25, Rajasthan",27.10333,76.564974
BWR,BARWA SAGAR,Uttar Pradesh,NCR,"Jhansi(0510-2440441), Uttar Pradesh",25.351848,78.731628
CDI,CHANDNI,Madhya Pradesh,CR,"East Nimar, Madhya Pradesh",21.427163999999998,76.350657
BUBT,BURAHA BHARTHA,Uttar Pradesh,NCR,"Buraha Bharthara, Uttar Pradesh",27.108219,78.67032900000001
GHG,GHAGGHAR,Punjab,NR,"National Highway 22, Punjab",30.6111449411,76.84804777400001
GGR,GANGRAR,Rajasthan,NWR,"Gangrar, Rajasthan",25.061279000000003,74.624757
DJA,DAOTUHAJA,Assam,NFR,"National Highway 54, Assam",25.227501,93.162162
DHP,DICHPALLI,Andhra Pradesh,SCR,"Dichpalli, Andhra Pradesh",18.613288,78.194667
DMA,DAMODAR JUNCTION,West Bengal,SER,"Bardhaman, West Bengal",23.651021,86.908517
BYD,BYADGI,Karnataka,SWR,"National Highway 4, Karnataka",14.6997230018,75.4900954675
ARCL,ARUNACHAL,Assam,NFR,"Cachar, Assam",24.855593,92.742995
BZ,BHARUR,Punjab,NR,"Sunam, Punjab",30.165006839,75.8156104224
GIN,GINIGERA,Karnataka,SWR,"Ginigera, Karnataka",15.348226,76.247613
BVR,BANAVAR,Karnataka,SWR,"National Highway 234, Karnataka",13.395698823,76.1400537476
DPRA,DHUP DHARA,Assam,NFR,"National Highway 37, Assam",25.979779,91.066009
DWR,DHARWAR,Karnataka,SWR,"Dharwad, Karnataka",15.440386,75.004552
DNPR,Dhanpura,Gujarat,WR,"State Highway 133, Gujarat",23.453415,72.212366
FKG,FURKATING JN,Assam,NFR,"K B Rd, Assam",26.465652000000002,94.00269200000001
BWB,BAGWALI,Punjab,NWR,"National Highway 64, Punjab",30.033151999999998,74.772519
BVP,BHAVANAGAR PARA,Gujarat,WR,"Bhavnagar, Gujarat",21.770889999999998,72.11868199999999
BVC,BHAVNAGAR TERMINUS,Gujarat,WR,"Bhavnagar, Gujarat",21.781668,72.141059
DOY,Dornahalli,Karnataka,SWR,"Dornahalli, Karnataka",12.433086000000001,76.42625
BXY,Bordhal,Madhya Pradesh,CR,"Amla, Madhya Pradesh",21.997011,78.348164
KRNR,Krishnarajanagara,Karnataka,SWR,"Krishnarajanagara, Karnataka",12.4454105,76.38862689999999
GTP,Ghatpuri,Uttar Pradesh,NER,"State Highway 33, Uttar Pradesh",28.125245999999997,79.20593600000001
DLX,Dalimgaon,West Bengal,NFR,"Dhankoil to Dalimgaoun, West Bengal",25.640548000000003,88.38629999999999
BSLA,Bhasila,West Bengal,ER,"Bhasila Railway Station, West Bengal",22.665494000000002,88.65854499999999
DJKR,Dolaji Ka Khera,Rajasthan,NWR,"Pali, Rajasthan",25.537166,73.882498
GUU,GUNDRATIMADUGU,Andhra Pradesh,SCR,"Mahbuababad-Badrachalam Rd, Andhra Pradesh",17.532281,80.079953
FSP,FATEH SINGHPURA,Rajasthan,WCR,"State Highway 1, Rajasthan",26.8216101334,77.1469610779
DRA,DULARIA,Madhya Pradesh,WCR,"Itarsi, Madhya Pradesh",22.575660999999997,77.654362
GNR,GADIGANURU,Karnataka,SWR,"Bellary, Karnataka",15.219036000000001,76.599178
DRSN,DHURWASIN,Madhya Pradesh,SECR,"Parasi, Madhya Pradesh",23.129052,81.845641
GUP,GAURIPUR,Assam,NFR,"Gauripur, Assam",26.078321,89.952056
GALE,GANKAR,West Bengal,ER,"Gankar, West Bengal",24.404804119599998,88.07289439819999
HKL,HARKIA KHAL,Rajasthan,WR,"State Highway 31, Rajasthan",24.363234000000002,74.91966500000001
GDPL,GUNDLA POCHAMPALLI,Andhra Pradesh,SCR,"Rangareddy, Andhra Pradesh",17.568097,78.488371
FLM,Falimari,West Bengal,NFR,"Falimari, West Bengal",26.0707762,89.5868746
J,JALNA,Maharashtra,SCR,"Jalna, Maharashtra",19.830781,75.893142
JGD,Jagadishpur,Jharkhand,ER,"Jagadishpur, Jharkhand",24.273027000000003,86.525172
GTWD,Ghatwad,Gujarat,WR,"Junagadh, Gujarat",20.92654,70.74961099999999
GNB,JNANA BHARTI HALT,Karnataka,SWR,"Mysore Road Bengaluru, Karnataka",12.935329000000001,77.511242
GHNA,GOHANA,Haryana,NR,"Gohana, Haryana",29.140297,76.68937799999999
DWI,DINGWAHI,Uttar Pradesh,NCR,"National Highway 76, Uttar Pradesh",25.416805,80.414159
